"Subject","Sent","Name","Email","Status","Last Open","Opens","Clicks","PDF Views"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@eurovillagroup.es","Opened","Apr 26, 2025, 3:58:59 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@nvoga.com","Opened","Apr 21, 2025, 11:19:26 PM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@purelivingproperties.com","Opened","Apr 19, 2025, 1:00:33 PM","12","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@absoluteprestige.com","Opened","Apr 16, 2025, 11:53:34 AM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@winkworth.es","Opened","Apr 9, 2025, 1:14:01 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@fmproperties.es","Opened","Apr 9, 2025, 1:34:02 AM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@hhomes.es","Opened","Apr 6, 2025, 12:37:51 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@marbella-dream-homes.com","Opened","Apr 4, 2025, 1:18:47 PM","3","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@marbellaunique.com","Opened","Apr 3, 2025, 2:31:43 PM","7","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@bhhsmarbella.com","Opened","Apr 1, 2025, 7:26:39 PM","6","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","estate@svoy.es","Opened","Mar 28, 2025, 3:42:24 PM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@investhome.es","Opened","Mar 28, 2025, 10:29:32 AM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@affinityspain.com","Opened","Mar 25, 2025, 12:13:58 AM","4","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","eline@costagroupestates.com","Opened","Mar 24, 2025, 5:31:05 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@callumswan.com","Opened","Mar 24, 2025, 3:43:19 PM","3","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@newberyrealestate.com","Opened","Mar 24, 2025, 1:15:46 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@smf-realestate.com","Opened","Mar 24, 2025, 1:14:46 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@benarrochrealestate.com","Opened","Mar 24, 2025, 1:01:42 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@ivardahl.com","Opened","Mar 24, 2025, 12:54:59 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@fmconsulting.es","Opened","Mar 23, 2025, 11:41:33 PM","3","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@sunstars.es","Opened","Mar 23, 2025, 7:39:57 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@dreamproperty.es","Opened","Mar 23, 2025, 4:30:46 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@marbellaproperties.com","Opened","Mar 23, 2025, 1:50:21 AM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info.goldenkeyspain@gmail.com","Opened","Mar 22, 2025, 5:32:46 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","frederic@marbella-hills-homes.com","Opened","Mar 22, 2025, 12:13:55 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@john-medina.com","Opened","Mar 22, 2025, 10:38:21 AM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@marbellaliving.com","Opened","Mar 22, 2025, 6:47:42 AM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","hazel@roccabox.com","Opened","Mar 22, 2025, 2:37:28 AM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@airushomes.com","Opened","Mar 22, 2025, 12:43:14 AM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@dpc-costadelsol.com","Opened","Mar 21, 2025, 10:43:50 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@deluxestates.es","Opened","Mar 21, 2025, 10:14:27 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@puertobanusproperties.com","Opened","Mar 21, 2025, 9:42:34 PM","3","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@costas-casas.com","Opened","Mar 21, 2025, 8:36:50 PM","6","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@by-bright.com","Opened","Mar 21, 2025, 7:57:43 PM","5","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@j-geertsrealestate.com","Opened","Mar 21, 2025, 7:42:24 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@js-sotogrande.com","Opened","Mar 21, 2025, 7:41:47 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@serneholtestate.com","Opened","Mar 21, 2025, 7:32:35 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@buenavidaspain.com","Opened","Mar 21, 2025, 7:12:03 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@terrameridiana.com","Opened","Mar 21, 2025, 7:07:19 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@overseasdreams.com","Opened","Mar 21, 2025, 6:24:19 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@beverleyphillips.es","Opened","Mar 21, 2025, 5:55:56 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","dipika@kdteam.es","Opened","Mar 21, 2025, 5:35:41 PM","2","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@3saestate.com","Opened","Mar 21, 2025, 5:26:38 PM","1","0","0"
"The premiere Real Estate company on the Costa del Sol","Mar 21, 2025, 3:30:00 PM","","info@marbella-estates.com","Opened","Mar 21, 2025, 5:21:52 PM","2","0","0"
